p4_4,origin_country_code,age,destination_country_code,year,p4_9,p4_9c,year_return,cond_resid,doc_mig,ent,tam_loc,tpo_mig,fac_hog,sex,motive,category,status,socioeconomic_level,origin_country,destination_country
1,14,2,301,24,2,32,2021,2,1.0,14,1,,618,Female,Family reunification,Social,Returned,Upper-Middle,Mexico,United States
1,14,1,201,22,1,14,2023,2,1.0,14,2,,543,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,14,1,201,46,1,14,2020,2,1.0,14,2,,543,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,14,1,201,28,1,14,2021,2,2.0,14,2,,854,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,14,1,101,60,1,14,2023,1,1.0,14,2,7.0,771,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,14,2,301,23,1,14,2020,2,,14,2,,933,Female,Job search,Economic,Returned,Middle,Mexico,United States
1,14,1,101,48,1,14,2018,1,,14,2,13.0,538,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,14,1,301,27,1,14,2023,1,,14,2,6.0,538,Male,Job search,Economic,Established,Middle,Mexico,United States
1,221,2,301,17,1,14,2023,2,1.0,14,2,,712,Female,Job search,Economic,Returned,Middle,Mexico,United States
1,14,2,999,64,1,14,2023,1,1.0,14,2,1.0,588,Female,Job search,Economic,Established,Middle,Mexico,Other
1,221,2,201,25,1,14,2023,2,1.0,14,2,,681,Female,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,14,1,101,57,1,14,2022,1,1.0,14,2,2.0,667,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,221,1,301,33,1,14,2022,2,1.0,14,2,,662,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,221,1,301,29,1,14,2022,2,1.0,14,2,,662,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,14,1,101,33,1,14,2023,2,1.0,14,2,,512,Male,Job search,Economic,Returned,Middle,Mexico,Mexico
1,14,1,301,16,1,14,2019,1,1.0,14,2,2.0,467,Male,Job search,Economic,Established,Middle,Mexico,United States
1,221,1,501,30,1,14,2021,2,2.0,14,2,,714,Male,Job search,Economic,Returned,Middle,Mexico,Colombia
1,16,1,101,44,1,14,2023,2,1.0,14,2,,714,Male,Job search,Economic,Returned,Middle,Mexico,Mexico
1,14,1,301,21,1,14,2019,2,1.0,14,2,,590,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,14,2,201,60,1,14,2023,2,9.0,14,2,,590,Female,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,9,2,301,60,1,14,2022,1,1.0,14,2,6.0,590,Female,Job search,Economic,Established,Middle,Mexico,United States
1,14,1,301,26,1,14,2019,2,1.0,14,3,,606,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,14,1,301,35,1,14,2022,1,1.0,14,3,7.0,563,Male,Job search,Economic,Established,Lower-Middle,Mexico,United States
1,14,1,301,23,1,14,2023,2,1.0,14,3,,810,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,14,2,301,999,1,14,2021,2,9.0,14,3,,810,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,11,2,301,32,1,14,2019,2,,14,3,,652,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,14,1,201,22,1,14,2021,2,2.0,14,3,,775,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,221,1,101,28,1,14,2022,2,2.0,14,3,,775,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Mexico
1,14,1,201,28,1,14,2021,2,2.0,14,3,,775,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,14,1,301,23,1,14,2021,2,2.0,14,3,,775,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,14,1,301,27,1,14,2022,2,2.0,14,3,,717,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,14,1,101,72,1,14,2022,1,1.0,14,3,13.0,645,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,14,2,201,70,1,14,2022,1,1.0,14,3,13.0,645,Female,Job search,Economic,Established,Lower-Middle,Mexico,Guatemala
1,14,1,301,32,1,14,2021,1,1.0,14,3,23.0,645,Male,Job search,Economic,Established,Lower-Middle,Mexico,United States
1,14,2,201,48,1,14,2023,2,1.0,14,3,,517,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,14,1,101,18,1,14,2023,1,,14,3,1.0,676,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,14,1,301,31,1,14,2023,2,1.0,14,4,,943,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,301,27,1,14,2023,2,1.0,14,4,,943,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,2,403,51,1,14,2022,1,1.0,14,4,16.0,943,Female,Job search,Economic,Established,Low,Mexico,Dominican Republic
1,14,1,418,29,1,14,2023,2,1.0,14,4,,943,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,14,2,301,18,1,14,2023,2,1.0,14,4,,943,Female,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,301,17,1,14,2023,2,1.0,14,4,,943,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,301,35,1,14,2021,2,2.0,14,4,,934,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,418,37,1,14,2021,2,2.0,14,4,,934,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,1,2,301,23,1,14,2021,2,1.0,14,4,,934,Female,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,301,15,1,14,2022,2,2.0,14,4,,934,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,2,201,62,1,14,2023,2,1.0,14,4,,803,Female,Job search,Economic,Returned,Low,Mexico,Guatemala
1,14,2,301,42,1,14,2022,2,1.0,14,4,,695,Female,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,201,32,1,14,2022,1,,14,4,11.0,1092,Male,Job search,Economic,Established,Low,Mexico,Guatemala
1,14,1,201,36,1,14,2021,2,2.0,14,4,,803,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,14,1,101,40,1,14,2022,1,1.0,14,4,2.0,803,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,14,1,301,25,1,14,2020,1,1.0,14,4,12.0,1009,Male,Job search,Economic,Established,Low,Mexico,United States
1,14,1,301,22,1,14,2023,2,1.0,14,4,,963,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,101,30,1,14,2020,1,1.0,14,4,3.0,963,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,14,1,301,19,1,14,2018,2,1.0,14,4,,963,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,301,25,1,14,2021,2,1.0,14,4,,1092,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,201,30,1,14,2021,2,2.0,14,4,,734,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,11,2,301,23,1,14,2022,2,2.0,14,4,,656,Female,Job search,Economic,Returned,Low,Mexico,United States
1,11,1,301,20,1,14,2022,2,2.0,14,4,,656,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,2,406,72,1,14,2023,2,1.0,14,4,,656,Female,Job search,Economic,Returned,Low,Mexico,Other
1,14,1,301,25,1,14,2019,1,1.0,14,4,7.0,817,Male,Job search,Economic,Established,Low,Mexico,United States
1,14,1,101,31,1,14,2023,2,2.0,14,4,,817,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,14,1,301,24,1,14,2022,2,2.0,14,4,,695,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,101,27,1,14,2023,1,1.0,14,4,99.0,674,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,14,1,201,25,1,14,2020,2,2.0,14,4,,784,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,14,1,301,23,1,14,2021,2,,14,4,,784,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,101,22,1,14,2022,1,1.0,14,4,6.0,784,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,9,1,301,46,1,15,2022,1,,15,1,4.0,2072,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,20,1,418,24,1,15,2019,2,2.0,15,1,,1191,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Other Caribbean
1,9,1,301,41,1,15,2021,1,,15,1,7.0,1371,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,15,1,101,36,1,15,2023,1,1.0,15,1,0.0,1603,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,9,1,301,57,1,15,2021,2,1.0,15,1,,1329,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,15,1,413,41,1,15,2023,1,,15,1,0.0,1170,Male,Job search,Economic,Established,Upper-Middle,Mexico,Jamaica
1,9,2,301,27,1,15,2023,2,,15,1,,1696,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,15,1,101,47,1,15,2023,1,,15,1,5.0,1160,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,9,2,301,38,1,15,2022,2,,15,1,,1885,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,15,2,301,26,1,15,2023,2,,15,1,,1314,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,15,1,301,22,1,15,2023,2,,15,1,,2263,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,15,1,301,30,1,15,2021,2,2.0,15,1,,2287,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,9,2,301,22,1,15,2023,2,,15,2,,2157,Female,Job search,Economic,Returned,Middle,Mexico,United States
1,11,2,301,29,1,15,2018,2,1.0,15,3,,1637,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,15,2,301,20,1,15,2018,2,1.0,15,3,,1523,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,12,2,201,41,1,15,2021,2,1.0,15,3,,2051,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,15,1,101,46,1,15,2019,1,1.0,15,3,10.0,1801,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,15,1,201,33,1,15,2022,2,2.0,15,4,,1844,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,15,1,201,26,1,15,2022,2,2.0,15,4,,1844,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,15,1,301,28,1,15,2023,2,,15,4,,1653,Male,Job search,Economic,Returned,Low,Mexico,United States
1,15,1,201,50,1,15,2022,2,2.0,15,4,,1630,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,15,1,201,40,1,15,2022,2,1.0,15,4,,2167,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,15,2,301,30,1,15,2023,2,2.0,15,4,,2167,Female,Job search,Economic,Returned,Low,Mexico,United States
1,9,1,301,39,1,17,2021,2,,17,4,,251,Male,Job search,Economic,Returned,Low,Mexico,United States
1,17,2,201,47,1,17,2022,2,,17,4,,263,Female,Job search,Economic,Returned,Low,Mexico,Guatemala
1,12,1,101,60,1,17,2023,2,1.0,17,4,,215,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,17,1,101,49,1,17,2023,2,1.0,17,4,,215,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,221,1,301,18,1,17,2020,2,1.0,17,4,,368,Male,Job search,Economic,Returned,Low,Mexico,United States
1,17,2,301,31,1,17,2022,2,1.0,17,4,,233,Female,Job search,Economic,Returned,Low,Mexico,United States
1,17,2,301,27,1,17,2022,2,1.0,17,4,,233,Female,Job search,Economic,Returned,Low,Mexico,United States
1,17,2,301,25,1,17,2019,2,2.0,17,4,,233,Female,Job search,Economic,Returned,Low,Mexico,United States
1,12,1,413,19,1,17,2023,2,2.0,17,4,,217,Male,Job search,Economic,Returned,Low,Mexico,Jamaica
1,17,1,101,39,1,17,2021,1,1.0,17,4,2.0,172,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,18,2,301,27,1,18,2018,2,,18,1,,88,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,1,301,28,1,18,2022,2,2.0,18,1,,130,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,2,101,60,1,18,2018,1,1.0,18,1,28.0,105,Female,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,18,1,301,18,1,18,2022,1,2.0,18,1,4.0,96,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,18,1,101,30,1,18,2023,2,2.0,18,1,,108,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Mexico
1,18,1,301,42,1,18,2022,2,2.0,18,1,,99,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,10,1,418,28,1,18,2019,2,,18,1,,125,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Other Caribbean
1,18,1,301,24,1,18,2019,1,,18,1,5.0,114,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,221,1,301,21,1,18,2023,2,1.0,18,1,,126,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,1,101,24,1,18,2021,1,1.0,18,1,5.0,108,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,14,1,401,32,2,14,2023,2,1.0,18,1,,131,Male,Family reunification,Social,Returned,Upper-Middle,Mexico,Cuba
1,18,1,201,39,1,18,2023,2,,18,1,,115,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,18,1,101,999,1,18,2021,1,1.0,18,1,7.0,111,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,18,1,301,25,1,18,2020,1,1.0,18,1,2.0,103,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,18,1,201,44,1,18,2021,2,1.0,18,1,,124,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,18,1,501,25,1,18,2021,2,2.0,18,1,,108,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Colombia
1,18,2,301,21,1,18,2022,1,,18,1,1.0,106,Female,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,16,2,201,79,1,18,2022,2,1.0,18,1,,88,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,18,1,201,54,1,18,2023,2,1.0,18,1,,113,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,18,1,301,40,1,18,2020,2,1.0,18,1,,106,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,2,301,40,1,18,2020,2,1.0,18,1,,106,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,1,201,19,1,18,2021,9,1.0,18,1,,122,Male,Job search,Economic,Established,Upper-Middle,Mexico,Guatemala
1,18,2,301,26,1,18,2018,2,1.0,18,1,,111,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,2,408,16,1,18,2022,2,1.0,18,1,,114,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Haiti
1,18,1,101,48,1,18,2021,1,1.0,18,1,26.0,103,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,18,1,301,22,1,18,2023,2,1.0,18,1,,99,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,1,101,44,1,18,2019,1,1.0,18,1,29.0,104,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,18,1,101,28,1,18,2020,1,1.0,18,1,19.0,104,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,25,1,201,38,1,18,2019,2,2.0,18,1,,104,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,221,2,301,13,1,18,2021,2,1.0,18,1,,104,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,18,1,201,26,1,18,2022,2,1.0,18,1,,104,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,18,2,301,23,1,18,2018,2,1.0,18,2,,103,Female,Job search,Economic,Returned,Middle,Mexico,United States
1,18,1,301,21,1,18,2021,2,1.0,18,2,,103,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,18,1,403,23,1,18,2022,2,2.0,18,2,,136,Male,Job search,Economic,Returned,Middle,Mexico,Dominican Republic
1,18,1,413,19,1,18,2021,1,9.0,18,2,17.0,114,Male,Job search,Economic,Established,Middle,Mexico,Jamaica
1,18,1,301,25,1,18,2019,1,1.0,18,2,30.0,114,Male,Job search,Economic,Established,Middle,Mexico,United States
1,18,1,101,40,1,18,2019,1,1.0,18,2,14.0,128,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,18,2,301,37,1,18,2022,2,,18,2,,128,Female,Job search,Economic,Returned,Middle,Mexico,United States
1,18,1,101,35,1,18,2021,2,2.0,18,2,,152,Male,Job search,Economic,Returned,Middle,Mexico,Mexico
1,18,1,101,36,1,18,2023,1,1.0,18,2,3.0,136,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,18,1,301,30,1,18,2023,2,1.0,18,2,,113,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,18,1,301,14,1,18,2023,2,2.0,18,2,,113,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,18,2,401,33,1,18,2022,2,1.0,18,2,,99,Female,Job search,Economic,Returned,Middle,Mexico,Cuba
1,18,2,201,20,1,18,2019,1,,18,2,7.0,203,Female,Job search,Economic,Established,Middle,Mexico,Guatemala
1,18,1,201,23,1,18,2021,2,1.0,18,2,,110,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,25,1,101,38,1,18,2018,1,1.0,18,2,3.0,112,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,18,1,101,57,1,18,2022,1,1.0,18,2,1.0,155,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,221,1,408,22,1,18,2022,2,1.0,18,2,,127,Male,Job search,Economic,Returned,Middle,Mexico,Haiti
1,25,1,201,45,1,18,2022,1,1.0,18,2,13.0,106,Male,Job search,Economic,Established,Middle,Mexico,Guatemala
1,18,1,201,64,1,18,2023,2,1.0,18,2,,121,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,18,1,301,37,1,18,2021,1,1.0,18,2,12.0,121,Male,Job search,Economic,Established,Middle,Mexico,United States
1,14,1,201,39,1,18,2022,2,1.0,18,2,,121,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,18,1,101,36,1,18,2023,2,1.0,18,2,,121,Male,Job search,Economic,Returned,Middle,Mexico,Mexico
1,18,1,101,23,1,18,2022,1,1.0,18,2,6.0,126,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,221,2,301,18,1,18,2022,2,1.0,18,2,,108,Female,Job search,Economic,Returned,Middle,Mexico,United States
1,18,1,101,44,1,18,2022,1,1.0,18,2,6.0,128,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,18,2,301,18,1,18,2022,1,1.0,18,2,6.0,128,Female,Job search,Economic,Established,Middle,Mexico,United States
1,18,2,101,43,1,18,2022,1,1.0,18,2,3.0,128,Female,Job search,Economic,Established,Middle,Mexico,Mexico
1,18,1,201,34,1,18,2023,2,1.0,18,2,,128,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,18,1,101,43,1,18,2023,2,1.0,18,2,,128,Male,Job search,Economic,Returned,Middle,Mexico,Mexico
1,18,1,201,33,1,18,2023,2,1.0,18,2,,110,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,18,1,301,16,1,18,2022,2,2.0,18,2,,112,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,14,2,403,27,1,18,2022,2,1.0,18,2,,135,Female,Job search,Economic,Returned,Middle,Mexico,Dominican Republic
1,18,1,301,29,1,18,2021,2,2.0,18,3,,103,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,18,1,101,51,2,2,2020,1,1.0,18,3,99.0,114,Male,Family reunification,Social,Established,Lower-Middle,Mexico,Mexico
1,18,2,301,16,1,18,2021,2,1.0,18,3,,110,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,18,1,101,54,1,18,2021,1,,18,3,16.0,110,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,101,23,1,18,2020,1,1.0,18,3,9.0,88,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,221,1,201,21,1,18,2023,2,1.0,18,3,,88,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,36,1,18,2023,1,1.0,18,3,4.0,116,Male,Job search,Economic,Established,Lower-Middle,Mexico,Guatemala
1,18,1,101,21,1,18,2023,1,1.0,18,3,4.0,116,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,101,38,1,18,2018,1,1.0,18,3,39.0,116,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,501,42,1,18,2019,2,1.0,18,3,,134,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Colombia
1,18,1,418,21,1,18,2022,2,1.0,18,3,,134,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,18,1,201,52,1,18,2023,1,1.0,18,3,4.0,134,Male,Job search,Economic,Established,Lower-Middle,Mexico,Guatemala
1,18,1,418,23,1,18,2023,2,1.0,18,3,,141,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,18,1,101,29,1,18,2023,2,1.0,18,3,,141,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Mexico
1,18,1,101,28,1,18,2023,2,1.0,18,3,,141,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Mexico
1,18,1,301,20,1,18,2018,2,1.0,18,3,,91,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,18,1,201,41,1,18,2018,2,1.0,18,3,,114,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,101,34,1,18,2021,1,1.0,18,3,20.0,122,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,201,31,1,18,2023,2,1.0,18,3,,122,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,29,1,18,2018,1,1.0,18,3,54.0,122,Male,Job search,Economic,Established,Lower-Middle,Mexico,Guatemala
1,25,1,301,25,1,18,2023,2,1.0,18,3,,122,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,18,1,201,53,1,18,2023,2,1.0,18,3,,122,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,52,1,18,2023,2,1.0,18,3,,122,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,38,1,18,2023,2,1.0,18,3,,122,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,50,1,18,2023,2,1.0,18,3,,137,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,45,1,18,2023,2,1.0,18,3,,137,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,101,24,1,18,2021,1,1.0,18,3,10.0,137,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,201,18,1,18,2023,2,1.0,18,3,,137,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,14,1,101,70,1,18,2022,1,1.0,18,3,5.0,137,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,101,30,1,18,2023,2,1.0,18,3,,137,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Mexico
1,18,2,201,40,1,18,2023,2,1.0,18,3,,115,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,26,1,18,2023,2,1.0,18,3,,115,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,201,38,1,18,2023,2,1.0,18,3,,115,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,301,23,1,18,2020,2,1.0,18,3,,115,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,18,1,101,22,1,18,2018,1,2.0,18,3,15.0,118,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,18,1,101,31,1,18,2019,1,2.0,18,3,37.0,118,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,9,1,501,49,1,18,2020,1,,18,3,5.0,80,Male,Job search,Economic,Established,Lower-Middle,Mexico,Colombia
1,14,1,101,27,1,18,2021,1,1.0,18,3,10.0,134,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,221,2,301,20,1,18,2022,1,1.0,18,3,13.0,131,Female,Job search,Economic,Established,Lower-Middle,Mexico,United States
1,14,2,301,38,1,18,2022,2,2.0,18,3,,109,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,14,1,201,36,1,18,2023,2,1.0,18,3,,109,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,18,1,301,28,1,18,2021,2,1.0,18,4,,127,Male,Job search,Economic,Returned,Low,Mexico,United States
1,18,1,101,42,1,18,2019,1,1.0,18,4,7.0,127,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,18,1,201,44,1,18,2023,2,1.0,18,4,,127,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,201,47,1,18,2023,2,,18,4,,127,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,201,41,1,18,2023,2,1.0,18,4,,127,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,418,39,1,18,2022,2,2.0,18,4,,158,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,16,1,201,30,1,18,2023,2,1.0,18,4,,158,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,301,25,1,18,2023,2,1.0,18,4,,147,Male,Job search,Economic,Returned,Low,Mexico,United States
1,221,2,301,18,1,18,2023,2,1.0,18,4,,122,Female,Job search,Economic,Returned,Low,Mexico,United States
1,18,1,408,18,1,18,2023,2,1.0,18,4,,122,Male,Job search,Economic,Returned,Low,Mexico,Haiti
1,18,1,201,35,1,18,2023,2,1.0,18,4,,122,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,12,1,418,18,1,18,2022,2,2.0,18,4,,136,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,18,1,301,18,1,18,2021,1,1.0,18,4,16.0,141,Male,Job search,Economic,Established,Low,Mexico,United States
1,18,1,201,30,1,18,2023,2,1.0,18,4,,141,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,201,42,1,18,2023,2,1.0,18,4,,141,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,301,23,1,18,2021,2,1.0,18,4,,141,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,1,408,25,1,18,2019,2,2.0,18,4,,110,Male,Job search,Economic,Returned,Low,Mexico,Haiti
1,14,1,201,39,1,18,2023,2,1.0,18,4,,127,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,18,1,101,25,1,18,2023,2,2.0,18,4,,148,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,221,1,301,28,1,18,2022,1,1.0,18,4,13.0,129,Male,Job search,Economic,Established,Low,Mexico,United States
1,15,1,101,37,1,15,2020,1,1.0,15,4,6.0,1590,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,16,1,403,33,1,16,2022,1,1.0,16,1,6.0,450,Male,Job search,Economic,Established,Upper-Middle,Mexico,Dominican Republic
1,16,1,201,44,1,16,2022,2,2.0,16,1,,579,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,221,2,201,34,1,16,2023,2,1.0,16,1,,435,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,16,1,101,22,1,16,2023,1,1.0,16,1,1.0,404,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
