"upm","viv_sel","hogar","n_ren","llave_mig","llave_per","llave_hog","llave_viv","ent","tam_loc","p4_4","p4_5","p4_5c","p4_6","p4_7","p4_7c","p4_8","p4_9","p4_9c","p4_10_1","p4_10_2","p4_11","p4_11c","p4_12","p4_12c","p4_13","p4_14","p4_14c","p4_15","p4_15c","p4_16","p4_16c","p4_17","p4_17c","p4_18_1","p4_18_2","p4_19","p4_19c","p4_20_1","p4_20_2","fac_hog","t_loc_ur","t_loc_ag1","p4_8_ag1","p4_8_ag2","doc_mig","cond_resid","tpo_mig","tpo_mig_ag","estrato","est_dis","upm_dis"
"1060241","03","1","01","106024103101","","1060241031","106024103","10","4","1","1","010","2","4","408","019","1","010","99","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",155,"2","2","4","2","2","2","","","1","182","05239"
"1060241","05","1","01","106024105101","","1060241051","106024105","10","4","1","1","010","1","3","301","019","1","010","04","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",155,"2","2","4","2","2","2","","","1","182","05239"
"1060244","08","1","01","106024408101","","1060244081","106024408","10","4","1","1","010","1","3","301","030","1","010","01","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",165,"2","2","7","3","2","2","","","2","183","05241"
"1060244","09","1","01","106024409101","","1060244091","106024409","10","4","1","1","010","1","2","201","027","1","010","05","2022","1","221","3","06","3","2","02","1","221","3","06","","","","","","","","",165,"2","2","6","2","1","2","","","2","183","05241"
"1060309","01","1","01","106030901101","106030901101","1060309011","106030901","10","4","1","2","023","1","1","101","041","1","010","12","2022","1","221","2","02","2","2","02","2","260","","","2","002","07","2023","3","03","1","01",158,"2","2","9","3","1","1","07","1","2","183","05243"
"1060309","20","1","01","106030920101","","1060309201","106030920","10","4","1","2","015","1","3","301","028","1","010","09","2019","1","221","7","37","7","1","01","1","221","7","37","","","","","","","","",158,"2","2","6","2","2","2","","","2","183","05243"
"1060317","05","1","01","106031705101","","1060317051","106031705","10","4","1","1","010","1","1","101","035","1","010","07","2023","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",188,"2","2","8","3","1","2","","","2","183","05245"
"1060317","06","1","01","106031706101","106031706101","1060317061","106031706","10","4","1","1","010","1","1","101","044","1","010","07","2023","1","221","2","02","2","2","02","2","260","","","2","002","07","2023","3","03","1","01",188,"2","2","9","3","1","1","00","1","2","183","05245"
"1060317","11","1","01","106031711101","106031711101","1060317111","106031711","10","4","1","2","005","1","1","101","999","1","010","02","2023","1","221","2","02","2","2","02","2","260","","","2","002","05","2023","3","03","1","01",188,"2","2","19","9","1","1","03","1","2","183","05245"
"1060317","12","1","01","106031712101","","1060317121","106031712","10","4","1","2","005","1","5","418","033","1","010","05","2023","1","221","7","24","2","2","02","1","221","7","24","","","","","","","","",188,"2","2","7","3","1","2","","","2","183","05245"
"1060317","14","1","01","106031714101","106031714101","1060317141","106031714","10","4","1","1","010","1","1","101","025","1","010","08","2019","1","221","7","24","3","2","02","2","260","","","7","024","12","2019","3","03","1","01",188,"2","2","6","2","1","1","04","1","2","183","05245"
"1060331","04","1","01","106033104101","","1060331041","106033104","10","4","1","1","010","1","1","101","043","1","010","08","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",225,"2","2","9","3","2","2","","","1","182","05247"
"1060331","07","1","01","106033107101","","1060331071","106033107","10","4","1","1","010","1","8","303","035","1","010","03","2023","2","213","","","","1","01","1","221","7","99","","","","","","","","",225,"2","2","8","3","","2","","","1","182","05247"
"1060331","13","1","01","106033113101","","1060331131","106033113","10","4","1","3","221","1","3","301","021","1","010","04","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",225,"2","2","5","2","2","2","","","1","182","05247"
"1060357","05","1","01","106035705101","","1060357051","106035705","10","4","1","1","010","1","2","201","024","1","010","01","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",189,"2","2","5","2","1","2","","","1","182","05248"
"1060357","08","1","01","106035708101","","1060357081","106035708","10","4","1","1","010","1","1","101","024","1","010","03","2023","1","221","7","28","2","2","02","1","221","7","28","","","","","","","","",189,"2","2","5","2","1","2","","","1","182","05248"
"1060357","10","1","01","106035710101","","1060357101","106035710","10","4","1","1","010","1","2","201","040","1","010","05","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",189,"2","2","9","3","1","2","","","1","182","05248"
"1060357","17","1","01","106035717101","","1060357171","106035717","10","4","1","1","010","1","5","418","031","1","010","08","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",189,"2","2","7","3","1","2","","","1","182","05248"
"1060359","09","1","01","106035909101","","1060359091","106035909","10","4","1","1","010","1","5","418","027","1","010","07","2023","1","221","7","28","2","2","02","1","221","7","28","","","","","","","","",252,"2","2","6","2","1","2","","","1","182","05249"
"1060359","15","1","01","106035915101","","1060359151","106035915","10","4","1","1","010","1","1","101","020","1","010","09","2022","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",252,"2","2","5","2","1","2","","","1","182","05249"
"1060472","01","1","01","106047201101","","1060472011","106047201","10","4","1","1","010","1","2","201","027","1","010","05","2021","1","221","7","31","7","9","09","1","221","7","31","","","","","","","","",164,"2","2","6","2","2","2","","","2","183","05252"
"1060472","03","1","01","106047203101","","1060472031","106047203","10","4","1","3","221","2","3","301","018","1","010","07","2022","1","221","7","22","5","1","01","1","221","7","22","","","","","","","","",164,"2","2","4","2","1","2","","","2","183","05252"
"1060472","16","1","01","106047216101","","1060472161","106047216","10","4","1","1","010","1","3","301","020","1","010","01","2021","1","221","7","43","2","1","01","1","221","7","43","","","","","","","","",164,"2","2","5","2","1","2","","","2","183","05252"
"1060472","17","1","01","106047217101","","1060472171","106047217","10","4","1","1","010","1","2","201","053","1","010","07","2023","1","221","2","02","3","9","99","1","221","2","02","","","","","","","","",164,"2","2","11","3","1","2","","","2","183","05252"
"1060472","18","1","01","106047218101","106047218101","1060472181","106047218","10","4","1","1","010","2","1","101","083","1","010","06","2022","2","238","","","","3","03","2","260","","","8","238","02","2023","3","03","1","01",164,"2","2","17","4","","1","08","1","2","183","05252"
"1060472","19","1","01","106047219101","106047219101","1060472191","106047219","10","4","1","1","010","1","1","101","032","1","010","09","2021","1","221","4","04","2","2","02","2","260","","","4","004","05","2022","2","02","1","01",164,"2","2","7","3","1","1","08","1","2","183","05252"
"1060472","20","1","01","106047220101","106047220103","1060472201","106047220","10","4","1","1","010","1","3","301","032","1","010","04","2022","1","221","7","48","2","1","01","2","260","","","7","048","11","2022","9","12","1","03",164,"2","2","7","3","1","1","07","1","2","183","05252"
"1060480","14","1","01","106048014101","","1060480141","106048014","10","4","1","3","221","1","4","408","018","1","010","12","2021","1","221","1","01","5","1","01","1","221","1","01","","","","","","","","",146,"2","2","4","2","1","2","","","2","183","05253"
"1060480","16","1","01","106048016101","","1060480161","106048016","10","4","1","1","010","1","1","101","032","1","010","06","2023","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",146,"2","2","7","3","1","2","","","2","183","05253"
"1060503","14","1","01","106050314101","","1060503141","106050314","10","4","1","1","010","1","1","101","017","1","010","04","2023","1","221","6","03","3","1","01","1","221","6","03","","","","","","","","",176,"2","2","4","1","1","2","","","1","182","05256"
"1060507","03","1","01","106050703101","","1060507031","106050703","10","4","1","1","010","2","3","301","024","1","010","04","2021","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",152,"2","2","5","2","1","2","","","1","182","05257"
"1060507","03","1","02","106050703102","","1060507031","106050703","10","4","1","1","010","2","3","301","027","1","010","04","2023","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",152,"2","2","6","2","1","2","","","1","182","05257"
"1060520","03","1","01","106052003101","","1060520031","106052003","10","4","1","2","028","2","8","401","048","1","010","11","2022","1","221","2","02","5","3","03","1","221","2","02","","","","","","","","",135,"2","2","10","3","1","2","","","2","183","05258"
"1060548","10","1","01","106054810101","","1060548101","106054810","10","4","1","1","010","1","2","201","030","1","010","03","2023","1","221","7","28","2","2","02","1","221","7","28","","","","","","","","",200,"2","2","7","3","1","2","","","1","182","05259"
"1060594","12","1","01","106059412101","","1060594121","106059412","10","4","1","1","010","1","2","201","032","1","010","03","2021","1","221","2","02","7","1","01","1","221","7","12","","","","","","","","",165,"2","2","7","3","2","2","","","1","182","05260"
"1060594","17","1","01","106059417101","106059417102","1060594171","106059417","10","4","1","1","010","1","2","201","036","1","010","11","2020","1","221","7","37","7","1","01","2","260","","","7","037","07","2022","3","03","1","02",165,"2","2","8","3","2","1","20","2","1","182","05260"
"1060594","20","1","01","106059420101","","1060594201","106059420","10","4","1","1","010","1","4","408","021","1","010","12","2022","1","221","7","37","3","1","01","1","221","7","37","","","","","","","","",165,"2","2","5","2","1","2","","","1","182","05260"
"1060596","05","1","01","106059605101","","1060596051","106059605","10","4","1","1","010","1","2","201","024","1","010","08","2022","1","221","7","37","7","1","01","1","221","7","37","","","","","","","","",141,"2","2","5","2","2","2","","","2","183","05261"
"1060596","08","1","01","106059608101","","1060596081","106059608","10","4","1","1","010","1","2","201","044","1","010","08","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",141,"2","2","9","3","2","2","","","2","183","05261"
"1060596","18","1","01","106059618101","106059618101","1060596181","106059618","10","4","1","1","010","1","1","101","029","1","010","04","2021","1","221","7","33","3","1","01","2","260","","","7","033","12","2021","9","09","1","01",141,"2","2","6","2","1","1","08","1","2","183","05261"
"1060601","17","1","01","106060117101","","1060601171","106060117","10","4","1","1","010","1","8","403","033","1","010","03","2022","1","221","7","33","7","1","01","1","221","7","33","","","","","","","","",188,"2","2","7","3","2","2","","","1","182","05262"
"1060606","01","1","01","106060601101","","1060606011","106060601","10","4","1","1","010","1","1","101","052","1","010","01","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",168,"2","2","11","3","1","2","","","2","183","05263"
"1060606","07","1","01","106060607101","","1060606071","106060607","10","4","1","1","010","1","2","201","025","1","010","02","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",168,"2","2","6","2","1","2","","","2","183","05263"
"1060606","11","1","01","106060611101","","1060606111","106060611","10","4","1","1","010","1","3","301","033","1","010","06","2023","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",168,"2","2","7","3","1","2","","","2","183","05263"
"1060606","12","1","01","106060612101","","1060606121","106060612","10","4","1","1","010","1","1","101","054","1","010","03","2023","1","221","7","48","1","2","02","1","221","7","48","","","","","","","","",168,"2","2","11","3","1","2","","","2","183","05263"
"1060620","01","1","01","106062001101","","1060620011","106062001","10","4","1","1","010","1","1","101","065","1","010","07","2023","1","221","7","12","2","9","12","1","221","7","12","","","","","","","","",146,"2","2","14","4","1","2","","","2","183","05265"
"1060620","09","1","02","106062009102","","1060620091","106062009","10","4","1","3","221","1","3","301","017","1","010","08","2020","1","221","7","12","5","5","05","1","221","7","12","","","","","","","","",146,"2","2","4","1","1","2","","","2","183","05265"
"1100090","01","1","02","110009001102","","1100090011","110009001","11","1","1","1","011","2","3","301","027","1","011","05","2020","1","221","1","01","3","1","01","1","221","1","01","","","","","","","","",421,"1","1","6","2","1","2","","","2","195","05271"
"1100146","02","1","01","110014602101","","1100146021","110014602","11","1","1","1","011","1","3","301","019","1","011","02","2023","1","221","7","23","2","2","02","1","221","7","23","","","","","","","","",425,"1","1","4","2","1","2","","","2","195","05273"
"1101099","01","1","01","110109901101","","1101099011","110109901","11","1","1","1","011","1","3","301","029","1","011","08","2023","2","315","","","","5","05","3","315","","","","","","","","","","",397,"1","1","6","2","","2","","","2","191","05324"
"1101350","04","1","01","110135004101","","1101350041","110135004","11","1","1","1","011","1","3","301","032","1","011","09","2021","1","221","5","05","7","1","01","1","221","5","05","","","","","","","","",467,"1","1","7","3","2","2","","","2","191","05335"
"1101350","04","1","02","110135004102","","1101350041","110135004","11","1","1","3","221","2","5","418","033","1","011","09","2021","1","221","5","05","5","3","03","1","221","5","05","","","","","","","","",467,"1","1","7","3","1","2","","","2","191","05335"
"1101350","04","1","03","110135004103","","1101350041","110135004","11","1","1","1","011","1","3","301","020","1","011","05","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",467,"1","1","5","2","2","2","","","2","191","05335"
"1101357","04","1","01","110135704101","","1101357041","110135704","11","1","1","1","011","1","5","418","035","1","011","04","2023","1","221","6","03","2","2","02","1","221","6","03","","","","","","","","",512,"1","1","8","3","1","2","","","2","191","05337"
"1101824","02","1","01","110182402101","110182402101","1101824021","110182402","11","1","1","1","011","1","1","101","055","1","011","06","2022","1","221","2","02","2","1","01","2","260","","","2","002","11","2022","3","03","1","01",527,"1","1","12","3","1","1","05","1","4","193","05360"
"1102114","02","1","01","110211402101","110211402101","1102114021","110211402","11","1","1","1","011","1","1","101","045","1","011","09","2019","1","221","6","03","7","1","01","2","260","","","7","003","09","2021","3","03","1","01",559,"1","1","10","3","2","1","24","2","2","185","05370"
"1102254","02","1","01","110225402101","","1102254021","110225402","11","1","1","1","011","1","2","201","047","1","011","10","2022","1","221","5","05","7","1","01","1","221","5","05","","","","","","","","",470,"1","1","10","3","2","2","","","2","185","05377"
"1102752","05","1","01","110275205101","110275205102","1102752051","110275205","11","1","1","1","011","2","3","301","032","1","011","03","2019","1","221","2","02","1","4","04","2","260","","","2","002","11","2022","9","10","1","02",510,"1","1","7","3","1","1","44","3","3","186","05401"
"1103973","04","1","01","110397304101","110397304101","1103973041","110397304","11","1","1","1","011","1","1","101","047","2","023","09","2018","1","221","2","02","7","1","01","2","260","","","2","002","11","2018","8","08","1","01",424,"1","1","10","3","2","1","02","1","2","185","05463"
"1104913","02","1","01","110491302101","","1104913021","110491302","11","1","1","2","009","2","3","301","029","1","011","01","2023","2","501","","","","5","05","3","501","","","","","","","","","","",1096,"1","1","6","2","","2","","","4","187","05517"
"1104913","02","1","02","110491302102","","1104913021","110491302","11","1","1","2","009","2","3","301","027","1","011","12","2022","2","213","","","","5","05","3","213","","","","","","","","","","",1096,"1","1","6","2","","2","","","4","187","05517"
"1104913","04","1","02","110491304102","110491304103","1104913041","110491304","11","1","1","2","009","2","3","301","028","1","011","10","2018","2","415","","","","5","05","2","260","","","8","415","08","2020","5","05","1","03",1096,"1","1","6","2","","1","22","2","4","187","05517"
"1105158","05","1","01","110515805101","","1105158051","110515805","11","1","1","1","011","1","1","101","035","1","011","06","2023","2","213","","","","1","01","3","213","","","","","","","","","","",421,"1","1","8","3","","2","","","4","200","05524"
"1105521","10","1","01","110552110101","110552110101","1105521101","110552110","11","2","1","2","016","1","1","101","062","1","011","03","2023","1","221","2","02","7","1","01","2","260","","","2","002","08","2023","9","09","1","01",670,"1","1","13","4","2","1","05","1","2","206","05544"
"1105521","12","1","01","110552112101","","1105521121","110552112","11","2","1","1","011","1","3","301","024","1","011","05","2023","1","221","7","10","2","2","02","1","221","7","10","","","","","","","","",670,"1","1","5","2","1","2","","","2","206","05544"
"1105803","06","1","01","110580306101","","1105803061","110580306","11","2","1","1","011","1","5","418","034","1","011","05","2021","1","221","3","06","3","1","01","1","221","3","06","","","","","","","","",434,"1","1","7","3","1","2","","","3","207","05548"
"1105803","10","1","01","110580310101","","1105803101","110580310","11","2","1","1","011","1","5","418","030","1","011","09","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",434,"1","1","7","3","2","2","","","3","207","05548"
"1105803","12","1","01","110580312101","","1105803121","110580312","11","2","1","1","011","1","2","201","045","1","011","05","2019","1","221","7","17","7","1","01","1","221","7","17","","","","","","","","",434,"1","1","10","3","2","2","","","3","207","05548"
"1105866","08","3","01","110586608301","","1105866083","110586608","11","2","1","1","011","1","2","201","055","1","011","07","2023","1","221","2","02","1","2","02","1","221","2","02","","","","","","","","",632,"1","1","12","3","1","2","","","2","206","05549"
"1105965","17","1","01","110596517101","110596517103","1105965171","110596517","11","2","1","1","011","2","3","301","027","1","011","06","2023","1","221","2","02","3","5","05","2","260","","","2","002","07","2023","9","12","1","03",407,"1","1","6","2","1","1","01","1","2","204","05552"
"1105967","09","1","01","110596709101","","1105967091","110596709","11","2","1","1","011","2","3","301","040","1","011","12","2022","1","221","2","02","7","3","03","1","221","2","02","","","","","","","","",459,"1","1","9","3","2","2","","","2","204","05553"
"1105997","11","1","01","110599711101","","1105997111","110599711","11","2","1","1","011","2","3","301","023","1","011","07","2023","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",638,"1","1","5","2","1","2","","","3","205","05555"
"1106570","02","1","01","110657002101","","1106570021","110657002","11","2","1","1","011","1","3","301","019","1","011","06","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",538,"1","1","4","2","2","2","","","2","206","05571"
"1106570","04","1","01","110657004101","","1106570041","110657004","11","2","1","1","011","2","8","412","055","1","011","10","2022","1","221","7","38","9","3","03","1","221","7","38","","","","","","","","",538,"1","1","12","3","9","2","","","2","206","05571"
"1106570","08","1","01","110657008101","","1106570081","110657008","11","2","1","1","011","1","1","101","019","1","011","03","2022","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",538,"1","1","4","2","1","2","","","2","206","05571"
"1106766","12","1","01","110676612101","","1106766121","110676612","11","2","1","1","011","1","2","201","057","1","011","03","2023","1","221","3","06","1","2","02","1","221","3","06","","","","","","","","",465,"1","1","12","3","1","2","","","2","206","05575"
"1106796","03","1","01","110679603101","","1106796031","110679603","11","2","1","1","011","1","3","301","025","1","011","11","2018","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",621,"1","1","6","2","2","2","","","2","206","05577"
"1106796","17","1","01","110679617101","110679617102","1106796171","110679617","11","2","1","1","011","1","2","201","029","1","011","06","2020","1","221","1","01","7","1","01","2","260","","","1","001","08","2022","3","03","1","02",621,"1","1","6","2","2","1","26","2","2","206","05577"
"1107381","04","1","01","110738104101","","1107381041","110738104","11","2","1","1","011","1","8","419","048","1","011","11","2021","1","221","3","06","7","1","01","1","221","3","06","","","","","","","","",457,"1","1","10","3","2","2","","","2","206","05593"
"1107940","10","1","01","110794010101","110794010101","1107940101","110794010","11","2","1","1","011","1","1","101","034","1","011","06","2023","1","221","7","48","1","1","01","2","260","","","7","048","09","2023","3","03","1","01",457,"1","1","7","3","1","1","03","1","2","206","05602"
"1108198","15","1","01","110819815101","","1108198151","110819815","11","3","1","1","011","1","3","301","024","1","011","05","2022","1","221","1","01","2","1","01","1","221","1","01","","","","","","","","",571,"1","2","5","2","1","2","","","2","209","05604"
"1108198","15","1","02","110819815102","","1108198151","110819815","11","3","1","1","011","2","3","301","025","1","011","05","2022","1","221","1","01","2","1","01","1","221","1","01","","","","","","","","",571,"1","2","6","2","1","2","","","2","209","05604"
"1108229","04","1","01","110822904101","","1108229041","110822904","11","3","1","1","011","1","2","201","059","1","011","03","2023","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",574,"1","2","12","3","1","2","","","2","209","05605"
"1108229","12","1","01","110822912101","","1108229121","110822912","11","3","1","1","011","1","2","201","034","1","011","10","2020","1","221","7","39","7","1","01","1","221","7","39","","","","","","","","",574,"1","2","7","3","2","2","","","2","209","05605"
"1108389","01","1","01","110838901101","","1108389011","110838901","11","3","1","1","011","1","3","301","040","1","011","02","2019","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",512,"1","2","9","3","2","2","","","2","208","05607"
"1108389","10","1","01","110838910101","110838910101","1108389101","110838910","11","3","1","1","011","2","1","101","064","1","011","05","2023","1","221","1","01","1","3","03","2","260","","","1","001","08","2023","3","03","1","01",512,"1","2","13","4","1","1","03","1","2","208","05607"
"1108391","02","1","01","110839102101","110839102104","1108391021","110839102","11","3","1","1","011","1","3","301","035","1","011","01","2022","1","221","7","39","3","2","02","2","260","","","7","039","10","2022","3","03","1","04",497,"1","2","8","3","1","1","09","1","2","208","05608"
"1108391","10","1","01","110839110101","","1108391101","110839110","11","3","1","1","011","1","1","101","031","1","011","11","2021","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",497,"1","2","7","3","1","2","","","2","208","05608"
"1108391","17","1","01","110839117101","","1108391171","110839117","11","3","1","1","011","1","3","301","027","1","011","07","2021","1","221","7","17","7","1","01","1","221","7","17","","","","","","","","",497,"1","2","6","2","2","2","","","2","208","05608"
"1108669","04","1","01","110866904101","","1108669041","110866904","11","3","1","1","011","1","3","301","043","1","011","08","2023","1","221","4","04","2","2","02","1","221","4","04","","","","","","","","",580,"1","2","9","3","1","2","","","2","209","05612"
"1108669","09","1","04","110866909104","","1108669091","110866909","11","3","1","3","221","1","1","101","030","1","011","03","2023","1","221","7","28","5","2","02","1","221","7","28","","","","","","","","",580,"1","2","7","3","1","2","","","2","209","05612"
"1108678","02","1","01","110867802101","","1108678021","110867802","11","3","1","1","011","1","2","201","028","1","011","01","2021","1","221","6","03","7","1","01","1","221","6","03","","","","","","","","",520,"1","2","6","2","2","2","","","2","208","05613"
"1108678","16","1","01","110867816101","","1108678161","110867816","11","3","1","1","011","1","1","101","036","1","011","11","2020","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",520,"1","2","8","3","2","2","","","2","208","05613"
"1108681","02","1","01","110868102101","","1108681021","110868102","11","3","1","1","011","1","3","301","024","1","011","04","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",653,"1","2","5","2","2","2","","","2","208","05614"
"1108681","02","1","02","110868102102","","1108681021","110868102","11","3","1","1","011","1","3","301","017","1","011","04","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",653,"1","2","4","1","2","2","","","2","208","05614"
"1108681","13","1","01","110868113101","","1108681131","110868113","11","3","1","1","011","1","3","301","018","1","011","11","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",653,"1","2","4","2","2","2","","","2","208","05614"
"1108681","16","1","01","110868116101","","1108681161","110868116","11","3","1","1","011","1","2","201","023","1","011","11","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",653,"1","2","5","2","2","2","","","2","208","05614"
"1108696","11","2","01","110869611201","","1108696112","110869611","11","3","1","1","011","1","2","201","036","1","011","11","2019","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",577,"1","2","8","3","1","2","","","2","209","05615"
"1108696","12","1","01","110869612101","","1108696121","110869612","11","3","1","1","011","1","3","301","039","1","011","08","2023","1","221","2","02","2","1","01","1","221","2","02","","","","","","","","",577,"1","2","8","3","1","2","","","2","209","05615"
"1108755","11","1","01","110875511101","","1108755111","110875511","11","3","1","1","011","1","2","201","027","1","011","04","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",505,"1","2","6","2","2","2","","","2","209","05616"
"1108755","20","1","01","110875520101","","1108755201","110875520","11","3","1","1","011","1","3","301","017","1","011","05","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",505,"1","2","4","1","2","2","","","2","209","05616"
"1108842","01","1","01","110884201101","110884201101","1108842011","110884201","11","3","1","1","011","1","1","101","038","1","011","05","2019","2","213","","","","1","01","2","260","","","8","213","05","2023","3","03","1","01",385,"1","2","8","3","","1","48","3","2","208","05618"
"1108842","15","1","01","110884215101","","1108842151","110884215","11","3","1","1","011","1","2","201","025","1","011","05","2022","1","221","2","02","6","1","01","1","221","2","02","","","","","","","","",385,"1","2","6","2","1","2","","","2","208","05618"
"1108842","16","1","01","110884216101","","1108842161","110884216","11","3","1","1","011","1","2","201","021","1","011","04","2019","1","221","6","03","7","1","01","1","221","6","03","","","","","","","","",385,"1","2","5","2","2","2","","","2","208","05618"
"1108883","11","1","01","110888311101","","1108883111","110888311","11","3","1","1","011","1","5","418","026","1","011","04","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",497,"1","2","6","2","2","2","","","2","209","05619"
"1108995","02","1","01","110899502101","","1108995021","110899502","11","3","1","1","011","1","2","201","046","1","011","03","2021","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",585,"1","2","10","3","2","2","","","2","209","05620"
"1108995","17","1","01","110899517101","","1108995171","110899517","11","3","1","1","011","1","3","301","017","1","011","05","2022","1","221","4","04","7","1","01","1","221","4","04","","","","","","","","",585,"1","2","4","1","2","2","","","2","209","05620"
"1109085","08","1","01","110908508101","110908508101","1109085081","110908508","11","3","1","1","011","1","1","101","058","1","011","08","2019","1","221","6","03","7","1","01","2","260","","","7","003","10","2021","3","03","1","01",583,"1","2","12","3","2","1","26","2","2","208","05621"
"1160003","03","1","01","116000303101","","1160003031","116000303","11","4","1","1","011","1","2","201","025","1","011","09","2020","1","221","7","40","7","1","01","1","221","7","40","","","","","","","","",606,"2","2","6","2","2","2","","","1","210","05624"
"1160003","12","1","01","116000312101","","1160003121","116000312","11","4","1","1","011","2","2","201","043","1","011","01","2022","1","221","1","01","5","1","01","1","221","1","01","","","","","","","","",606,"2","2","9","3","1","2","","","1","210","05624"
"1160003","13","1","01","116000313101","116000313101","1160003131","116000313","11","4","1","1","011","1","1","101","028","1","011","10","2022","1","221","3","06","2","2","02","2","260","","","3","006","06","2023","3","03","1","01",606,"2","2","6","2","1","1","08","1","1","210","05624"
"1160003","16","1","01","116000316101","","1160003161","116000316","11","4","1","1","011","1","3","301","027","1","011","04","2023","1","221","7","99","2","2","02","1","221","7","14","","","","","","","","",606,"2","2","6","2","1","2","","","1","210","05624"
"1160073","14","1","01","116007314101","","1160073141","116007314","11","4","1","1","011","1","3","301","023","1","011","07","2022","1","221","6","03","2","1","01","1","221","6","03","","","","","","","","",451,"2","2","5","2","1","2","","","2","211","05625"
"1160145","18","1","01","116014518101","116014518102","1160145181","116014518","11","4","1","1","011","2","2","201","047","1","011","03","2023","2","439","","","","2","02","2","260","","","8","439","06","2023","2","02","1","02",457,"2","2","10","3","","1","03","1","2","211","05626"
"1160204","03","1","01","116020403101","","1160204031","116020403","11","4","1","1","011","1","3","301","022","1","011","08","2020","1","221","4","04","7","1","01","1","221","4","04","","","","","","","","",501,"2","2","5","2","2","2","","","1","210","05627"
"1160204","06","1","01","116020406101","","1160204061","116020406","11","4","1","1","011","1","3","301","021","1","011","02","2023","1","221","6","03","7","1","01","1","221","6","03","","","","","","","","",501,"2","2","5","2","2","2","","","1","210","05627"
"1160275","01","1","01","116027501101","","1160275011","116027501","11","4","1","1","011","1","3","301","028","1","011","09","2019","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",390,"2","2","6","2","2","2","","","1","210","05628"
"1160275","17","1","01","116027517101","","1160275171","116027517","11","4","1","1","011","1","3","301","021","1","011","11","2020","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",390,"2","2","5","2","2","2","","","1","210","05628"
"1160328","01","1","01","116032801101","","1160328011","116032801","11","4","1","1","011","1","2","201","027","1","011","06","2022","1","221","7","10","2","1","01","1","221","7","10","","","","","","","","",434,"2","2","6","2","1","2","","","1","210","05629"
"1160328","09","1","01","116032809101","","1160328091","116032809","11","4","1","1","011","1","3","301","020","1","011","07","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",434,"2","2","5","2","2","2","","","1","210","05629"
"1160328","11","1","01","116032811101","","1160328111","116032811","11","4","1","1","011","1","5","418","021","1","011","12","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",434,"2","2","5","2","2","2","","","1","210","05629"
"1160328","16","1","01","116032816101","","1160328161","116032816","11","4","1","1","011","1","2","201","031","1","011","09","2021","1","221","7","43","7","1","01","1","221","7","43","","","","","","","","",434,"2","2","7","3","2","2","","","1","210","05629"
"1160430","03","1","01","116043003101","","1160430031","116043003","11","4","1","1","011","1","2","201","034","1","011","03","2022","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",418,"2","2","7","3","1","2","","","1","210","05630"
"1160430","20","1","01","116043020101","","1160430201","116043020","11","4","1","1","011","1","1","101","043","1","011","08","2023","1","221","1","01","3","1","01","1","221","1","01","","","","","","","","",418,"2","2","9","3","1","2","","","1","210","05630"
