"upm","viv_sel","hogar","n_ren","llave_mig","llave_per","llave_hog","llave_viv","ent","tam_loc","p4_4","p4_5","p4_5c","p4_6","p4_7","p4_7c","p4_8","p4_9","p4_9c","p4_10_1","p4_10_2","p4_11","p4_11c","p4_12","p4_12c","p4_13","p4_14","p4_14c","p4_15","p4_15c","p4_16","p4_16c","p4_17","p4_17c","p4_18_1","p4_18_2","p4_19","p4_19c","p4_20_1","p4_20_2","fac_hog","t_loc_ur","t_loc_ag1","p4_8_ag1","p4_8_ag2","doc_mig","cond_resid","tpo_mig","tpo_mig_ag","estrato","est_dis","upm_dis"
"1960204","08","1","01","196020408101","196020408103","1960204081","196020408","19","4","1","3","221","1","3","301","019","1","019","08","2018","1","221","2","02","5","2","02","2","260","","","2","002","11","2022","3","03","1","03",707,"2","2","4","2","1","1","51","3","1","369","09263"
"1960204","20","1","01","196020420101","","1960204201","196020420","19","4","1","1","019","1","3","301","027","1","019","10","2022","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",707,"2","2","6","2","1","2","","","1","369","09263"
"1960204","20","1","02","196020420102","","1960204201","196020420","19","4","1","2","024","2","5","418","027","1","019","11","2022","1","221","2","02","7","3","03","1","221","2","02","","","","","","","","",707,"2","2","6","2","2","2","","","1","369","09263"
"1960531","10","1","01","196053110101","","1960531101","196053110","19","4","1","1","019","1","2","201","040","1","019","04","2023","2","213","","","","9","12","3","213","","","","","","","","","","",457,"2","2","9","3","","2","","","2","370","09269"
"2000001","05","1","01","200000105101","","2000001051","200000105","20","1","1","2","015","1","8","413","040","1","020","12","2020","1","221","7","99","2","2","02","3","998","","","","","","","","","","",286,"1","1","9","3","1","2","","","3","373","09270"
"2000334","05","1","01","200033405101","","2000334051","200033405","20","1","1","1","020","1","3","301","038","1","020","02","2019","1","221","7","39","2","2","02","1","221","7","39","","","","","","","","",305,"1","1","8","3","1","2","","","3","373","09284"
"2000416","03","1","01","200041603101","","2000416031","200041603","20","1","1","1","020","2","3","301","018","1","020","08","2019","1","221","2","02","4","5","05","1","221","2","02","","","","","","","","",297,"1","1","4","2","1","2","","","3","373","09299"
"2001050","08","1","01","200105008101","","2001050081","200105008","20","2","1","1","020","1","2","201","037","1","020","04","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",336,"1","1","8","3","1","2","","","2","383","09339"
"2001075","06","1","01","200107506101","","2001075061","200107506","20","2","1","2","021","1","2","201","028","1","020","06","2020","1","221","1","01","3","9","11","2","260","","","1","001","11","2020","3","03","2","",252,"1","1","6","2","1","1","05","1","2","383","09340"
"2001108","12","1","01","200110812101","","2001108121","200110812","20","2","1","3","221","1","3","301","018","2","014","04","2023","1","221","1","01","5","2","02","1","221","1","01","","","","","","","","",446,"1","1","4","2","1","2","","","2","383","09341"
"2001128","16","1","01","200112816101","200112816102","2001128161","200112816","20","2","1","1","020","1","3","301","018","1","020","07","2022","1","221","7","12","1","2","02","2","260","","","7","012","09","2022","5","05","1","02",320,"1","1","4","2","1","1","02","1","2","383","09343"
"2001276","06","1","01","200127606101","","2001276061","200127606","20","2","1","3","221","2","2","201","032","1","020","02","2022","1","221","2","02","5","9","11","1","221","2","02","","","","","","","","",233,"1","1","7","3","1","2","","","2","384","09345"
"2001279","11","1","01","200127911101","","2001279111","200127911","20","2","1","3","221","1","8","413","028","1","020","12","2022","1","221","7","46","5","9","12","2","260","","","7","046","07","2023","9","99","2","",431,"1","1","6","2","1","1","07","1","2","384","09346"
"2001279","20","1","01","200127920101","200127920101","2001279201","200127920","20","2","1","1","020","1","1","101","045","1","020","03","2022","1","221","3","06","2","2","02","2","260","","","7","999","07","2023","9","12","1","01",431,"1","1","10","3","1","1","16","2","2","384","09346"
"2001317","07","1","01","200131707101","200131707101","2001317071","200131707","20","2","1","1","020","1","1","101","027","1","020","06","2022","1","221","1","01","3","9","11","2","260","","","1","001","10","2022","3","03","1","01",368,"1","1","6","2","1","1","04","1","2","384","09349"
"2001452","05","1","01","200145205101","","2001452051","200145205","20","2","1","1","020","2","3","301","019","1","020","01","2023","1","221","7","28","7","1","01","1","221","7","28","","","","","","","","",476,"1","1","4","2","2","2","","","1","375","09355"
"2001816","02","1","01","200181602101","","2001816021","200181602","20","2","1","1","020","2","3","301","023","1","020","06","2023","1","221","7","99","9","1","01","3","998","","","","","","","","","","",278,"1","1","5","2","9","2","","","2","376","09377"
"2001875","02","1","01","200187502101","","2001875021","200187502","20","2","1","1","020","2","3","301","022","1","020","08","2022","1","221","7","07","7","1","01","1","221","7","07","","","","","","","","",575,"1","1","5","2","2","2","","","1","375","09384"
"2001910","05","1","01","200191005101","","2001910051","200191005","20","2","1","1","020","2","3","301","026","1","020","06","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",398,"1","1","6","2","1","2","","","2","376","09385"
"2001910","05","1","02","200191005102","","2001910051","200191005","20","2","1","1","020","2","3","301","024","1","020","06","2023","1","221","7","13","2","2","02","1","221","7","13","","","","","","","","",398,"1","1","5","2","1","2","","","2","376","09385"
"2002038","08","1","01","200203808101","","2002038081","200203808","20","2","1","1","020","1","5","418","045","1","020","09","2022","1","221","7","19","7","1","01","1","221","7","19","","","","","","","","",330,"1","1","10","3","2","2","","","2","384","09388"
"2002239","02","1","01","200223902101","","2002239021","200223902","20","3","1","1","020","1","2","201","036","1","020","03","2023","1","221","7","46","1","2","02","1","221","7","46","","","","","","","","",442,"1","2","8","3","1","2","","","2","388","09391"
"2002490","06","1","01","200249006101","","2002490061","200249006","20","3","1","1","020","1","3","301","026","1","020","03","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",324,"1","2","6","2","1","2","","","1","387","09393"
"2002544","16","1","01","200254416101","","2002544161","200254416","20","3","1","1","020","1","2","201","049","1","020","04","2023","2","213","","","","2","02","3","213","","","","","","","","","","",366,"1","2","10","3","","2","","","1","387","09394"
"2002544","16","1","02","200254416102","","2002544161","200254416","20","3","1","1","020","2","3","301","025","1","020","06","2023","1","221","7","36","2","2","02","1","221","1","01","","","","","","","","",366,"1","2","6","2","1","2","","","1","387","09394"
"2002681","04","1","01","200268104101","","2002681041","200268104","20","3","1","1","020","1","1","101","025","1","020","01","2023","1","221","7","99","2","1","01","3","998","","","","","","","","","","",515,"1","2","6","2","1","2","","","3","380","09405"
"2002690","03","1","01","200269003101","","2002690031","200269003","20","3","1","3","221","1","8","424","038","1","020","03","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",387,"1","2","8","3","2","2","","","1","387","09407"
"2002690","16","1","01","200269016101","","2002690161","200269016","20","3","1","1","020","1","3","301","025","1","020","11","2022","1","221","6","03","7","1","01","1","221","6","03","","","","","","","","",387,"1","2","6","2","2","2","","","1","387","09407"
"2002690","19","1","01","200269019101","","2002690191","200269019","20","3","1","1","020","1","2","201","028","1","020","05","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",387,"1","2","6","2","2","2","","","1","387","09407"
"2002843","10","1","01","200284310101","","2002843101","200284310","20","3","1","1","020","1","3","301","023","1","020","02","2023","1","221","7","09","6","1","01","1","221","7","09","","","","","","","","",427,"1","2","5","2","1","2","","","1","387","09414"
"2002869","15","1","01","200286915101","","2002869151","200286915","20","3","1","1","020","1","3","301","022","1","020","06","2023","1","221","7","45","2","9","12","1","221","7","45","","","","","","","","",499,"1","2","5","2","1","2","","","2","386","09415"
"2002876","11","1","01","200287611101","","2002876111","200287611","20","3","1","1","020","1","2","201","033","1","020","06","2022","1","221","7","12","9","1","01","1","221","7","12","","","","","","","","",353,"1","2","7","3","9","2","","","1","387","09416"
"2002898","15","1","01","200289815101","","2002898151","200289815","20","3","1","1","020","1","8","419","018","1","020","11","2022","1","221","7","99","7","1","01","9","999","","","","","","","","","","",348,"1","2","4","2","2","9","","","1","385","09417"
"2003002","08","1","01","200300208101","","2003002081","200300208","20","3","1","1","020","1","3","301","025","1","020","02","2023","1","221","7","26","7","1","01","1","221","7","26","","","","","","","","",403,"1","2","6","2","2","2","","","1","387","09422"
"2003002","08","1","02","200300208102","","2003002081","200300208","20","3","1","1","020","2","3","301","023","1","020","02","2020","1","221","7","26","7","1","01","1","221","7","26","","","","","","","","",403,"1","2","5","2","2","2","","","1","387","09422"
"2003002","20","1","01","200300220101","","2003002201","200300220","20","3","1","1","020","1","3","301","027","1","020","03","2020","1","221","7","99","7","1","01","3","998","","","","","","","","","","",403,"1","2","6","2","2","2","","","1","387","09422"
"2003044","04","1","01","200304404101","200304404103","2003044041","200304404","20","3","1","1","020","2","3","301","025","2","021","09","2022","2","415","","","","5","05","2","260","","","8","415","12","2022","5","05","1","03",623,"1","2","6","2","","1","03","1","2","379","09423"
"2003266","14","1","01","200326614101","","2003266141","200326614","20","3","1","1","020","1","2","201","026","1","020","01","2023","2","213","","","","2","02","3","213","","","","","","","","","","",379,"1","2","6","2","","2","","","1","387","09427"
"2003284","20","1","01","200328420101","","2003284201","200328420","20","3","1","3","221","1","2","201","024","1","020","02","2023","1","221","7","12","7","2","02","1","221","7","12","","","","","","","","",329,"1","2","5","2","2","2","","","2","386","09430"
"2003293","18","1","01","200329318101","","2003293181","200329318","20","3","1","1","020","1","3","301","023","1","020","08","2022","1","221","7","43","7","1","01","1","221","7","43","","","","","","","","",302,"1","2","5","2","2","2","","","1","385","09431"
"2003382","02","1","01","200338202101","","2003382021","200338202","20","3","1","1","020","1","3","301","024","1","020","05","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",363,"1","2","5","2","1","2","","","2","379","09435"
"2003417","16","1","01","200341716101","","2003417161","200341716","20","3","1","1","020","1","3","301","036","1","020","03","2021","1","221","7","11","7","1","01","1","221","7","11","","","","","","","","",338,"1","2","8","3","2","2","","","2","386","09438"
"2003417","16","1","02","200341716102","","2003417161","200341716","20","3","1","1","020","2","5","418","036","1","020","03","2021","1","221","7","11","7","1","01","1","221","7","11","","","","","","","","",338,"1","2","8","3","2","2","","","2","386","09438"
"2003470","10","1","01","200347010101","","2003470101","200347010","20","3","1","2","028","1","3","301","019","1","020","12","2021","1","221","1","01","6","1","01","9","999","","","","","","","","","","",347,"1","2","4","2","1","9","","","1","385","09440"
"2003470","10","1","02","200347010102","","2003470101","200347010","20","3","1","1","020","1","3","301","018","1","020","02","2023","1","221","1","01","6","1","01","9","999","","","","","","","","","","",347,"1","2","4","2","1","9","","","1","385","09440"
"2003470","18","1","01","200347018101","200347018101","2003470181","200347018","20","3","1","1","020","1","1","101","039","1","020","08","2020","1","221","7","46","7","3","03","2","260","","","7","046","01","2021","9","10","1","01",347,"1","2","8","3","2","1","05","1","1","385","09440"
"2003497","08","1","01","200349708101","","2003497081","200349708","20","3","1","1","020","1","8","413","029","1","020","10","2019","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",234,"1","2","6","2","2","2","","","2","386","09441"
"2060028","03","1","01","206002803101","","2060028031","206002803","20","4","1","1","020","1","3","301","027","1","020","02","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",507,"2","2","6","2","2","2","","","1","389","09442"
"2060028","03","1","02","206002803102","","2060028031","206002803","20","4","1","1","020","2","5","418","028","1","020","02","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",507,"2","2","6","2","2","2","","","1","389","09442"
"2060028","03","1","03","206002803103","","2060028031","206002803","20","4","1","1","020","1","3","301","025","1","020","01","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",507,"2","2","6","2","1","2","","","1","389","09442"
"2060028","03","1","04","206002803104","","2060028031","206002803","20","4","1","1","020","2","3","301","021","1","020","03","2023","1","221","7","17","2","2","02","1","221","1","01","","","","","","","","",507,"2","2","5","2","1","2","","","1","389","09442"
"2060028","10","1","01","206002810101","","2060028101","206002810","20","4","1","1","020","1","5","418","029","1","020","10","2020","1","221","1","01","9","1","01","3","998","","","","","","","","","","",507,"2","2","6","2","9","2","","","1","389","09442"
"2060028","10","1","02","206002810102","","2060028101","206002810","20","4","1","1","020","1","5","418","030","1","020","11","2021","1","221","2","02","9","1","01","1","221","2","02","","","","","","","","",507,"2","2","7","3","9","2","","","1","389","09442"
"2060029","03","1","01","206002903101","","2060029031","206002903","20","4","1","1","020","1","3","301","031","1","020","04","2021","1","221","7","48","2","2","02","2","260","","","7","048","09","2021","9","12","2","",612,"2","2","7","3","1","1","05","1","1","389","09443"
"2060029","03","1","02","206002903102","","2060029031","206002903","20","4","1","1","020","1","3","301","028","1","020","04","2022","1","221","7","48","2","2","02","2","260","","","7","048","09","2022","9","12","2","",612,"2","2","6","2","1","1","05","1","1","389","09443"
"2060157","20","1","01","206015720101","","2060157201","206015720","20","4","1","3","221","1","4","408","011","1","020","07","2022","1","221","7","22","1","3","03","1","221","7","22","","","","","","","","",422,"2","2","3","1","1","2","","","1","389","09447"
"2060167","12","1","01","206016712101","","2060167121","206016712","20","4","1","1","020","1","2","201","047","1","020","11","2018","2","213","","","","1","01","3","213","","","","","","","","","","",399,"2","2","10","3","","2","","","1","389","09448"
"2060167","12","1","03","206016712103","","2060167121","206016712","20","4","1","1","020","2","3","301","020","1","020","04","2022","2","213","","","","1","01","3","213","","","","","","","","","","",399,"2","2","5","2","","2","","","1","389","09448"
"2060167","20","1","01","206016720101","","2060167201","206016720","20","4","1","1","020","2","3","301","042","1","020","07","2023","1","221","7","31","2","2","02","1","221","7","31","","","","","","","","",399,"2","2","9","3","1","2","","","1","389","09448"
"2060188","06","1","01","206018806101","","2060188061","206018806","20","4","1","1","020","2","3","301","023","1","020","07","2023","1","221","1","01","3","2","02","1","221","1","01","","","","","","","","",334,"2","2","5","2","1","2","","","2","390","09450"
"2060249","12","1","01","206024912101","","2060249121","206024912","20","4","1","1","020","1","3","301","034","1","020","09","2022","1","221","7","36","7","1","01","1","221","7","36","","","","","","","","",462,"2","2","7","3","2","2","","","1","389","09451"
"2060283","02","1","01","206028302101","","2060283021","206028302","20","4","1","1","020","1","8","415","039","1","020","10","2022","1","221","7","48","2","1","01","1","221","7","48","","","","","","","","",286,"2","2","8","3","1","2","","","1","389","09452"
"2060283","06","1","01","206028306101","","2060283061","206028306","20","4","1","1","020","1","2","201","055","1","020","03","2023","1","221","7","48","7","1","01","1","221","7","48","","","","","","","","",286,"2","2","12","3","2","2","","","1","389","09452"
"2060283","20","1","01","206028320101","206028320101","2060283201","206028320","20","4","1","1","020","1","1","101","028","1","020","11","2022","1","221","4","04","2","2","02","2","260","","","4","004","04","2023","9","12","1","01",286,"2","2","6","2","1","1","05","1","1","389","09452"
"2060289","02","1","01","206028902101","","2060289021","206028902","20","4","1","1","020","1","5","418","024","1","020","99","2020","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",379,"2","2","5","2","2","2","","","2","390","09453"
"2060315","11","1","01","206031511101","","2060315111","206031511","20","4","1","1","020","1","2","201","035","1","020","07","2022","1","221","7","30","3","2","02","1","221","7","30","","","","","","","","",446,"2","2","8","3","1","2","","","1","389","09454"
"2060363","03","1","01","206036303101","","2060363031","206036303","20","4","1","1","020","1","3","301","019","1","020","02","2019","1","221","7","43","7","1","01","1","221","7","43","","","","","","","","",257,"2","2","4","2","2","2","","","1","389","09455"
"2060363","19","1","01","206036319101","","2060363191","206036319","20","4","1","1","020","1","2","201","038","1","020","03","2020","1","221","7","17","2","2","02","1","221","7","17","","","","","","","","",257,"2","2","8","3","1","2","","","1","389","09455"
"2060380","04","1","01","206038004101","","2060380041","206038004","20","4","1","1","020","1","3","301","023","1","020","08","2023","1","221","3","06","2","2","02","1","221","3","06","","","","","","","","",458,"2","2","5","2","1","2","","","1","389","09456"
"2060380","08","1","01","206038008101","","2060380081","206038008","20","4","1","1","020","1","2","201","030","1","020","06","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",458,"2","2","7","3","1","2","","","1","389","09456"
"2060380","08","1","02","206038008102","","2060380081","206038008","20","4","1","1","020","1","8","416","063","1","020","04","2023","1","221","1","01","2","2","02","2","260","","","1","001","08","2023","9","12","2","",458,"2","2","13","4","1","1","04","1","1","389","09456"
"2060380","09","1","01","206038009101","206038009101","2060380091","206038009","20","4","1","1","020","1","1","101","069","1","020","02","2021","1","221","1","01","2","2","02","2","260","","","1","001","11","2022","9","12","1","01",458,"2","2","14","4","1","1","21","2","1","389","09456"
"2060380","11","1","01","206038011101","","2060380111","206038011","20","4","1","1","020","1","2","201","035","1","020","04","2023","1","221","7","17","2","2","02","1","221","7","17","","","","","","","","",458,"2","2","8","3","1","2","","","1","389","09456"
"2060516","18","1","01","206051618101","","2060516181","206051618","20","4","1","1","020","1","2","201","036","1","020","01","2022","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",455,"2","2","8","3","1","2","","","1","389","09461"
"2060522","11","1","01","206052211101","","2060522111","206052211","20","4","1","1","020","2","3","301","034","1","020","08","2018","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",401,"2","2","7","3","2","2","","","1","389","09462"
"2060684","01","1","01","206068401101","","2060684011","206068401","20","4","1","1","020","2","3","301","037","1","020","08","2023","1","221","7","99","7","9","09","3","998","","","","","","","","","","",345,"2","2","8","3","2","2","","","1","389","09468"
"2060684","04","1","01","206068404101","","2060684041","206068404","20","4","1","1","020","1","2","201","048","1","020","05","2020","1","221","7","10","7","1","01","1","221","7","10","","","","","","","","",345,"2","2","10","3","2","2","","","1","389","09468"
"2060684","08","1","01","206068408101","","2060684081","206068408","20","4","1","1","020","1","3","301","034","1","020","03","2023","1","221","7","10","7","1","01","1","221","7","10","","","","","","","","",345,"2","2","7","3","2","2","","","1","389","09468"
"2060684","09","1","01","206068409101","","2060684091","206068409","20","4","1","1","020","2","3","301","035","1","020","05","2021","1","221","7","31","7","1","01","1","221","7","31","","","","","","","","",345,"2","2","8","3","2","2","","","1","389","09468"
"2060684","14","1","01","206068414101","206068414101","2060684141","206068414","20","4","1","1","020","1","1","101","026","1","020","11","2019","1","221","3","06","7","1","01","2","260","","","3","006","06","2023","3","03","1","01",345,"2","2","6","2","2","1","43","3","1","389","09468"
"2060696","02","1","01","206069602101","","2060696021","206069602","20","4","1","1","020","1","3","301","033","1","020","12","2022","1","221","3","06","2","2","02","1","221","3","06","","","","","","","","",481,"2","2","7","3","1","2","","","1","389","09469"
"2060696","10","1","01","206069610101","","2060696101","206069610","20","4","1","1","020","1","3","301","025","1","020","07","2023","1","221","7","43","7","1","01","1","221","7","43","","","","","","","","",481,"2","2","6","2","2","2","","","1","389","09469"
"2060696","15","1","01","206069615101","","2060696151","206069615","20","4","1","1","020","1","3","301","022","1","020","06","2023","1","221","6","03","7","1","01","1","221","6","03","","","","","","","","",481,"2","2","5","2","2","2","","","1","389","09469"
"2060733","02","1","01","206073302101","206073302101","2060733021","206073302","20","4","1","1","020","1","1","101","024","1","020","03","2019","1","221","5","05","6","1","01","2","260","","","7","005","10","2021","3","03","1","01",441,"2","2","5","2","1","1","31","2","1","389","09470"
"2060733","03","1","01","206073303101","","2060733031","206073303","20","4","1","2","003","1","3","301","020","1","020","02","2020","1","221","7","99","7","1","01","3","998","","","","","","","","","","",441,"2","2","5","2","2","2","","","1","389","09470"
"2060733","05","1","01","206073305101","","2060733051","206073305","20","4","1","1","020","1","1","101","027","1","020","02","2023","1","221","4","04","7","1","01","1","221","4","04","","","","","","","","",441,"2","2","6","2","2","2","","","1","389","09470"
"2060733","06","1","01","206073306101","","2060733061","206073306","20","4","1","1","020","1","3","301","018","1","020","01","2021","1","221","7","38","7","1","01","1","221","7","38","","","","","","","","",441,"2","2","4","2","2","2","","","1","389","09470"
"2060733","16","1","01","206073316101","","2060733161","206073316","20","4","1","3","221","1","3","301","018","1","020","03","2023","1","221","7","49","6","1","01","1","221","7","49","","","","","","","","",441,"2","2","4","2","1","2","","","1","389","09470"
"2060733","16","1","02","206073316102","","2060733161","206073316","20","4","1","3","221","1","3","301","020","1","020","03","2020","1","221","7","49","6","1","01","1","221","7","49","","","","","","","","",441,"2","2","5","2","1","2","","","1","389","09470"
"2060768","09","1","01","206076809101","","2060768091","206076809","20","4","1","1","020","1","3","301","018","1","020","09","2022","1","221","7","99","7","1","01","3","998","","","","","","","","","","",345,"2","2","4","2","2","2","","","1","389","09471"
"2060844","11","1","01","206084411101","","2060844111","206084411","20","4","1","1","020","1","2","201","024","1","020","08","2019","1","221","1","01","6","9","99","1","221","1","01","","","","","","","","",466,"2","2","5","2","1","2","","","1","389","09474"
"2060865","01","1","01","206086501101","","2060865011","206086501","20","4","1","1","020","1","3","301","021","1","020","05","2023","1","221","7","23","6","1","01","1","221","7","23","","","","","","","","",488,"2","2","5","2","1","2","","","1","389","09476"
"2060865","03","1","01","206086503101","","2060865031","206086503","20","4","1","1","020","2","4","408","021","1","020","06","2021","1","221","7","23","6","1","01","1","221","7","23","","","","","","","","",488,"2","2","5","2","1","2","","","1","389","09476"
"2060865","15","1","01","206086515101","","2060865151","206086515","20","4","1","1","020","1","3","301","026","1","020","04","2022","1","221","3","06","7","1","01","1","221","3","06","","","","","","","","",488,"2","2","6","2","2","2","","","1","389","09476"
"2060880","02","1","01","206088002101","","2060880021","206088002","20","4","1","3","221","1","3","301","019","1","020","04","2023","1","221","7","10","6","9","09","1","221","7","10","","","","","","","","",434,"2","2","4","2","1","2","","","1","389","09477"
"2060880","02","1","02","206088002102","","2060880021","206088002","20","4","1","3","221","1","3","301","016","1","020","11","2022","1","221","7","10","5","5","05","1","221","7","10","","","","","","","","",434,"2","2","4","1","1","2","","","1","389","09477"
"2060880","02","1","03","206088002103","","2060880021","206088002","20","4","1","3","221","1","3","301","015","1","020","11","2022","1","221","7","11","5","5","05","1","221","7","11","","","","","","","","",434,"2","2","4","1","1","2","","","1","389","09477"
"2060880","11","1","01","206088011101","","2060880111","206088011","20","4","1","1","020","1","2","201","037","1","020","01","2022","1","221","7","19","7","1","01","1","221","7","19","","","","","","","","",434,"2","2","8","3","2","2","","","1","389","09477"
"2060890","05","1","01","206089005101","","2060890051","206089005","20","4","1","1","020","2","3","301","018","1","020","02","2021","1","221","1","01","7","4","04","1","221","1","01","","","","","","","","",347,"2","2","4","2","2","2","","","1","389","09478"
"2060890","09","1","01","206089009101","","2060890091","206089009","20","4","1","1","020","1","2","201","039","1","020","03","2020","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",347,"2","2","8","3","2","2","","","1","389","09478"
"2060890","09","1","02","206089009102","","2060890091","206089009","20","4","1","1","020","1","3","301","021","1","020","10","2020","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",347,"2","2","5","2","2","2","","","1","389","09478"
"2060890","09","1","03","206089009103","","2060890091","206089009","20","4","1","1","020","2","3","301","018","1","020","11","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",347,"2","2","4","2","2","2","","","1","389","09478"
"2060890","11","1","01","206089011101","","2060890111","206089011","20","4","1","1","020","1","8","403","027","2","032","08","2020","1","221","7","99","7","1","01","3","998","","","","","","","","","","",347,"2","2","6","2","2","2","","","1","389","09478"
"2060890","17","1","01","206089017101","","2060890171","206089017","20","4","1","1","020","1","3","301","024","1","020","08","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",347,"2","2","5","2","2","2","","","1","389","09478"
"2061038","01","1","01","206103801101","","2061038011","206103801","20","4","1","1","020","1","3","301","020","1","020","01","2021","1","221","1","01","4","2","02","1","221","1","01","","","","","","","","",458,"2","2","5","2","1","2","","","1","389","09481"
"2061241","03","1","01","206124103101","","2061241031","206124103","20","4","1","1","020","1","2","201","032","1","020","05","2021","1","221","1","01","6","1","01","1","221","1","01","","","","","","","","",366,"2","2","7","3","1","2","","","1","389","09483"
"2061241","06","1","01","206124106101","","2061241061","206124106","20","4","1","1","020","1","3","301","022","1","020","11","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",366,"2","2","5","2","2","2","","","1","389","09483"
"2061241","16","1","01","206124116101","","2061241161","206124116","20","4","1","3","221","2","3","301","014","1","020","12","2021","1","221","7","20","5","5","05","1","221","7","20","","","","","","","","",366,"2","2","3","1","1","2","","","1","389","09483"
"2061365","01","1","01","206136501101","206136501101","2061365011","206136501","20","4","1","1","020","1","1","101","028","1","020","09","2018","1","221","7","43","3","1","01","2","260","","","7","043","02","2023","3","03","1","01",361,"2","2","6","2","1","1","53","3","1","389","09484"
"2061373","02","1","01","206137302101","","2061373021","206137302","20","4","1","2","009","2","3","301","024","1","020","01","2022","1","221","7","43","7","1","01","1","221","7","43","","","","","","","","",663,"2","2","5","2","2","2","","","1","389","09485"
"2061373","10","1","01","206137310101","","2061373101","206137310","20","4","1","1","020","1","4","408","017","1","020","09","2022","1","221","7","43","7","3","03","1","221","7","43","","","","","","","","",663,"2","2","4","1","2","2","","","1","389","09485"
"2061373","14","1","01","206137314101","","2061373141","206137314","20","4","1","1","020","1","8","403","036","1","020","07","2020","1","221","7","10","7","1","01","1","221","7","10","","","","","","","","",663,"2","2","8","3","2","2","","","1","389","09485"
"2061373","14","1","02","206137314102","","2061373141","206137314","20","4","1","1","020","1","8","413","023","1","020","12","2019","1","221","7","10","7","1","01","1","221","7","10","","","","","","","","",663,"2","2","5","2","2","2","","","1","389","09485"
"2061373","15","1","01","206137315101","","2061373151","206137315","20","4","1","1","020","1","2","201","050","1","020","11","2022","1","221","7","46","7","1","01","1","221","7","10","","","","","","","","",663,"2","2","11","3","2","2","","","1","389","09485"
"2061375","11","1","01","206137511101","","2061375111","206137511","20","4","1","1","020","2","3","301","025","1","020","07","2023","1","221","2","02","6","1","01","1","221","2","02","","","","","","","","",533,"2","2","6","2","1","2","","","1","389","09486"
"2061375","16","1","01","206137516101","","2061375161","206137516","20","4","1","1","020","2","3","301","027","1","020","06","2022","1","221","7","41","7","1","01","1","221","7","41","","","","","","","","",533,"2","2","6","2","2","2","","","1","389","09486"
"2061377","15","1","01","206137715101","","2061377151","206137715","20","4","1","1","020","1","3","301","020","1","020","09","2019","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",415,"2","2","5","2","2","2","","","1","389","09487"
"2061377","15","1","02","206137715102","","2061377151","206137715","20","4","1","1","020","2","5","418","022","1","020","12","2021","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",415,"2","2","5","2","2","2","","","1","389","09487"
"2061377","19","1","01","206137719101","206137719101","2061377191","206137719","20","4","1","1","020","1","1","101","037","1","020","10","2020","1","221","3","06","7","1","01","2","260","","","3","006","06","2023","3","03","1","01",415,"2","2","8","3","2","1","32","2","1","389","09487"
"2061420","05","1","01","206142005101","","2061420051","206142005","20","4","1","1","020","2","3","301","027","1","020","08","2022","1","221","7","43","6","1","01","1","221","7","43","","","","","","","","",519,"2","2","6","2","1","2","","","1","389","09489"
"2061420","07","1","01","206142007101","","2061420071","206142007","20","4","1","1","020","1","2","201","037","1","020","11","2022","1","221","4","04","6","1","01","1","221","4","04","","","","","","","","",519,"2","2","8","3","1","2","","","1","389","09489"
"2061420","16","1","01","206142016101","","2061420161","206142016","20","4","1","1","020","1","3","301","024","1","020","02","2023","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",519,"2","2","5","2","2","2","","","1","389","09489"
"2061420","17","1","01","206142017101","","2061420171","206142017","20","4","1","1","020","1","3","301","030","1","020","03","2022","1","221","7","31","7","2","02","1","221","7","31","","","","","","","","",519,"2","2","7","3","2","2","","","1","389","09489"
"2061420","17","1","02","206142017102","","2061420171","206142017","20","4","1","1","020","1","3","301","021","1","020","09","2018","1","221","7","39","7","1","01","1","221","7","39","","","","","","","","",519,"2","2","5","2","2","2","","","1","389","09489"
"2061420","20","1","01","206142020101","","2061420201","206142020","20","4","1","1","020","2","3","301","029","1","020","04","2021","1","221","7","39","7","1","01","1","221","7","39","","","","","","","","",519,"2","2","6","2","2","2","","","1","389","09489"
